id,grupo,sigla,universidad,sitio,fecha,cookies_antes_consentir,nombres_cookies,n_nombres_listados,rastreo,rastreo_base,proveedores_rastreo,procedencia_rastreo,banner_estudio,cmp_estudio,pais,region,ciudad,tipo,cmp_verificacion,banner_verificacion,fuente_verificacion,polcookies_estudio,nota_documental
39,Ecuador,ULVR,Universidad Laica Vicente Rocafuerte de Guayaquil,https://www.ulvr.edu.ec,2026-08-14T06:43:53.471Z,1,lp_session_guest,1,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Ecuador,Ecuador,Guayaquil,Cofinanciada,CookieYes,no,verificacion en vivo,no,Pie solo con contacto y redes; sin política de privacidad/cookies/protección de datos. Transparencia/Información pública presente.
40,Ecuador,UTPL,Universidad Técnica Particular de Loja,https://www.utpl.edu.ec,2026-08-14T06:44:01.190Z,6,CLID | _ga_5W6THEE90T | _ga | _fbp | _clck | _clsk,6,yes,yes,Google Analytics | Meta | Microsoft Clarity,"taxonomia base: Google Analytics, Meta, Microsoft Clarity",no_detectable,,Ecuador,Ecuador,Loja,Cofinanciada,Ninguna,no,verificacion en vivo,no,"PDF normativo (Procuraduría) confirma LOPDP, derechos y definición del DPO. La home requiere JavaScript."
41,Ecuador,UTE,Universidad UTE,https://ute.edu.ec,2026-08-14T06:44:11.122Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Ecuador,Ecuador,Quito,Cofinanciada,CookieYes,no,verificacion en vivo,no,Política desactualizada: cita la Ley del Sistema Nacional de Registro de Datos Públicos y NO la LOPDP; sin derechos ni contacto de datos. Accesibilidad referida a espacios físicos.
42,Ecuador,UDA,Universidad del Azuay,https://www.uazuay.edu.ec,2026-08-14T06:44:18.982Z,2,_hjSessionUser_3811066 | _hjSession_3811066,2,yes,yes,Hotjar,taxonomia base: Hotjar,yes,,Ecuador,Ecuador,Cuenca,Cofinanciada,TrustArc,yes,verificacion en vivo,no,Pie sin enlaces de privacidad/cookies. Transparencia (LOTAIP) presente.
43,Ecuador,UPS,Universidad Politécnica Salesiana,https://www.ups.edu.ec,2026-08-14T06:44:28.532Z,116,Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | Path | JSESSIONID | COOKIE_SUPPORT | GUEST_LANGUAGE_ID | Path | _gid | _gat | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | CLID | _gcl_au | LFR_SESSION_STATE_20102 | _clck | __cf_bm | _ttp | __cf_bm | __cf_bm | __cf_bm | __cf_bm | _ga_G3SXTJRVXE | _ga | _tt_enable_cookie | _ttp | _clsk | _fbp | ttcsid | ttcsid_D3BC0N3C77U8DNM9Q7J0 | __hstc | hubspotutk | __hssrc | __hssc | __cf_bm | __cf_bm | MUID | MR | SRM_B | IDE | SM | MUID | MR | ANONCHK,116,yes,yes,Google Analytics | YouTube | Google Ads | Microsoft Clarity | TikTok | Meta | Microsoft | DoubleClick,"taxonomia base: Google Analytics, YouTube, Google Ads, Microsoft Clarity, TikTok, Meta, Microsoft, DoubleClick",no_detectable,,Ecuador,Ecuador,Cuenca,Cofinanciada,Ninguna,no,verificacion en vivo,no,"Autorización para el tratamiento cita LOPDP y derechos, pero sin contacto/DPO dedicado."
44,Ecuador,UISEK,Universidad Internacional SEK,https://uisek.edu.ec,2026-08-14T06:45:06.622Z,21,_ttp | _tt_enable_cookie | _ttp | _gid | _gat_UA-27018080-1 | _gat_gtag_UA_120295323_1 | _ga_XJR5CJJLR4 | _ga | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | _ga_ES4V2WR0X1 | _gcl_au | _fbp | test_cookie | bscookie | ttcsid | ttcsid_CITCNNJC77U9QO6OHPDG,21,yes,yes,TikTok | Google Analytics | Google Ads | Meta | DoubleClick,"taxonomia base: TikTok, Google Analytics, Google Ads, Meta, DoubleClick",no_detectable,,Ecuador,Ecuador,Quito,Autofinanciada,Ninguna,no,verificacion en vivo,yes,"Reconoce derechos amplios pero solo cita 'normativa vigente', sin nombrar la LOPDP. Remite a una Política de Cookies (URL no hallada)."
45,Ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,2026-08-14T06:45:18.688Z,39,__cf_bm | _cfuvid | elfsight_viewed_recently | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | _gcl_au | _ttp | CLID | _ga_RG4RVWE64Q | __Secure-YNID | __Secure-ROLLOUT_TOKEN | _twpid | _gid | _gat_UA-172180399-2 | _gat_UA-217409406-3 | personalization_id | __cf_bm | muc_ads | __cf_bm | IDE | _tt_enable_cookie | _ttp | _ga_T4TERSTX4G | _ga | _clck | _fbp | li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | _clsk | _ga_STV75W996F | _ga_KMEPWM9403 | ttcsid_CLPOE1BC77U6SG2AL6P0 | ttcsid,39,yes,yes,YouTube | Google Ads | TikTok | Google Analytics | X/Twitter | DoubleClick | Microsoft Clarity | Meta,"taxonomia base: YouTube, Google Ads, TikTok, Google Analytics, X/Twitter, DoubleClick, Microsoft Clarity, Meta",no_detectable,,Ecuador,Ecuador,Samborondón,Autofinanciada,CookieYes,no,verificacion en vivo,no,"PDF de política de tratamiento (2024): cita LOPDP (R.O. 459), lista derechos ARCO+portabilidad/suspensión, designa DPO. La página web básica es genérica."
46,Ecuador,USFQ,Universidad San Francisco de Quito,https://www.usfq.edu.ec,2026-08-14T06:45:29.080Z,3,_ga_G80CBJM3N2 | _ga | _fbp,3,yes,yes,Google Analytics | Meta,"taxonomia base: Google Analytics, Meta",no_detectable,,Ecuador,Ecuador,Quito,Autofinanciada,TrustArc,no,verificacion en vivo,no,La página institucional principal devolvió 403; su existencia se confirma por el pie. La evidencia LOPDP/derechos/DPO proviene de la política de la Escuela de Empresas USFQ.
47,Ecuador,UDLA,Universidad de las Américas,https://www.udla.edu.ec,2026-08-14T06:46:10.087Z,12,NEXT_LOCALE | session-cookie | cookiesession1 | rxVisitor | dtPC | dtSa | rxvt | dtCookie | cookiesession1 | __Host-next-auth.csrf-token | __Secure-next-auth.callback-url | ARRAffinitySameSite,12,no,no,,sin coincidencia con ninguna taxonomia,yes,Cookiebot | IAB-TCF,Ecuador,Ecuador,Quito,Autofinanciada,Cookiebot | Usercentrics,yes,verificacion en vivo,no,"Sitio principal renderizado por JS; contenido confirmado vía aviso de UDLA Online: cita LOPDP, lista derechos y da correo de protección de datos."
48,Ecuador,UIDE,Universidad Internacional del Ecuador,https://www.uide.edu.ec,2026-08-14T06:46:19.836Z,24,lp_session_guest | cookieyes-consent | CLID | li_sugr | bcookie | lidc | __cf_bm | _pin_unauth | tfpsi | UserMatchHistory | AnalyticsSyncHistory | _uetsid | _uetvid | bscookie | MUID | MR | _clck | _clsk | MR | SRM_B | SM | MUID | MR | ANONCHK,24,yes,yes,Pinterest | Bing UET | Microsoft | Microsoft Clarity,"taxonomia base: Pinterest, Bing UET, Microsoft, Microsoft Clarity",yes,CookieYes,Ecuador,Ecuador,Quito,Autofinanciada,CookieYes,yes,verificacion en vivo,yes,"Política robusta: cita LOPDP y su Reglamento, lista derechos y designa DPO. Sección de Transparencia detectada en el pie."
49,Ecuador,UNIANDES,Universidad Regional Autónoma de los Andes,https://www.uniandes.edu.ec,2026-08-14T06:46:33.160Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Ecuador,Ecuador,Ambato,Autofinanciada,CookieYes,no,verificacion en vivo,yes,"Política débil y desactualizada: se apoya en la Ley de Comercio Electrónico en lugar de la LOPDP; derechos parciales (acceso, cancelación, oposición). Página de cookies dedicada."
50,Ecuador,UPACÍFICO,Universidad del Pacífico Escuela de Negocios,https://upacifico.edu.ec,2026-08-14T06:46:41.796Z,5,_gcl_au | ma_popup_visitor | _ga_4DXVYNQP5Y | _ga | test_cookie,5,yes,yes,Google Ads | Google Analytics | DoubleClick,"taxonomia base: Google Ads, Google Analytics, DoubleClick",no_detectable,,Ecuador,Ecuador,Guayaquil,Autofinanciada,CookieYes,no,verificacion en vivo,no,"El sitio bloquea WebFetch (robots.txt). No se halló política alguna por búsqueda; resultados reflejan ausencia de evidencia confirmable, no necesariamente inexistencia."
51,Ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,2026-08-14T06:46:50.775Z,27,_ttp | pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | last_pysTrafficSource | last_pys_landing_page | _fbp | WMF-Uniq | _cs_c | _cs_id | _cs_s | _gcl_au | _ga_0G8LBGW2QF | _ga_TY4XSDKKNQ | _ga_WHTF7DF7Q5 | _ga | _gid | _gat_gtag_UA_245920016_1 | test_cookie | _tt_enable_cookie | _ttp | _hjSessionUser_3201143 | _hjSession_3201143 | ttcsid | ttcsid_CMJC33JC77UEKGPKFH10,27,yes,yes,TikTok | PixelYourSite | Meta | Google Ads | Google Analytics | DoubleClick | Hotjar | ContentSquare,"taxonomia base y extendida: TikTok, PixelYourSite, Meta, Google Ads, Google Analytics, DoubleClick, Hotjar, ContentSquare",no_detectable,,Ecuador,Ecuador,Ambato,Autofinanciada,Cookiebot | CookieYes,no,verificacion en vivo,no,"Política HTML legible cita la Ley de Comercio Electrónico y de Registro de Datos Públicos, NO la LOPDP; menciona derechos. El PDF 2025 titulado LOPDP es imagen no analizable."
52,Ecuador,Casa Grande,Universidad Casa Grande,https://www.casagrande.edu.ec,2026-08-14T06:46:58.062Z,6,cf_clearance | _gcl_au | _ga_9X04C12TB4 | _ga | _fbp | test_cookie,6,yes,yes,Google Ads | Google Analytics | Meta | DoubleClick,"taxonomia base: Google Ads, Google Analytics, Meta, DoubleClick",no_detectable,,Ecuador,Ecuador,Guayaquil,Autofinanciada,Ninguna,no,verificacion en vivo,no,"Política robusta y alineada a LOPDP: derechos ARCO+portabilidad, responsable con RUC y plazo de respuesta. Sin sección de Transparencia (universidad particular)."
53,Ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,https://www.uteg.edu.ec,2026-08-14T06:47:11.701Z,28,li_sugr | bcookie | lidc | __cf_bm | UserMatchHistory | AnalyticsSyncHistory | bscookie | wp-wpml_current_language | gp_easy_passthrough_session | pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | last_pysTrafficSource | last_pys_landing_page | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | pbid | _fbp | _ttp | _tt_enable_cookie | _ttp | ttcsid | ttcsid_CMLB0CRC77UEKGPKHU00,28,yes,yes,PixelYourSite | YouTube | Meta | TikTok,"taxonomia base: PixelYourSite, YouTube, Meta, TikTok",yes,CookieScript,Ecuador,Ecuador,Guayaquil,Autofinanciada,Ninguna,no,verificacion en vivo,no,Buena cobertura LOPDP: página de protección de datos y política LOPD (PDF); canal dpo@uteg.edu.ec. Declara a UTEG como responsable del tratamiento.
54,Ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,2026-08-14T06:47:21.796Z,15,ep_session_id | pys_session_limit | pys_start_session | pys_first_visit | pysTrafficSource | pys_landing_page | last_pysTrafficSource | last_pys_landing_page | _fbp | pbid | cf_clearance | _ga_V27RS2GGDQ | _ga | _gcl_au | test_cookie,15,yes,yes,PixelYourSite | Meta | Google Analytics | Google Ads | DoubleClick,"taxonomia base: PixelYourSite, Meta, Google Analytics, Google Ads, DoubleClick",yes,Complianz,Ecuador,Ecuador,Quito,Autofinanciada,Cookiebot | Complianz,yes,verificacion en vivo,yes,"Existen páginas de Política de Privacidad y de Cookies (confirmadas por búsqueda), pero el WAF devuelve 403 a WebFetch; su contenido no fue verificable."
55,Ecuador,UDET,Universidad de Especialidades Turísticas,https://www.udet.edu.ec,2026-08-14T06:47:29.633Z,5,_ga_XNE2Q2CKBY | _gid | _gat_gtag_UA_214964925_1 | _ga_EJ3V1JB3S2 | _ga,5,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Ecuador,Ecuador,Quito,Autofinanciada,Ninguna,no,verificacion en vivo,no,Rutas /politica-de-privacidad y /transparencia devuelven 404. Aparente ausencia de instrumentos de privacidad en el sitio oficial.
56,Ecuador,UMET,Universidad Metropolitana del Ecuador,https://umet.edu.ec,2026-08-14T06:47:46.245Z,11,-CvHXKGnZahzY_yQ | QYyzCie-THwMxo | wVMTf_ | NOmWDnU | pll_language | _gcl_au | _ga | _ga_2J1L9P1VMY | test_cookie | _fbp | PHPSESSID,11,yes,yes,Google Ads | Google Analytics | DoubleClick | Meta,"taxonomia base: Google Ads, Google Analytics, DoubleClick, Meta",no_detectable,,Ecuador,Ecuador,Guayaquil,Autofinanciada,CookieYes,no,verificacion en vivo,no,"Política de Protección de Datos 2025 formalmente adoptada (resolución) y enlazada, pero el visor no expone texto legible por este método."
57,Ecuador,U. Otavalo,Universidad de Otavalo,https://www.uotavalo.edu.ec,2026-08-14T06:47:54.378Z,2,cookiesession1 | __cf_bm,2,no,no,,sin coincidencia con ninguna taxonomia,yes,,Ecuador,Ecuador,Otavalo,Autofinanciada,CookieYes,no,verificacion en vivo,no,El dominio bloquea WebFetch y la raíz falla verificación TLS. Búsquedas solo devuelven repositorio académico; ninguna política institucional.
58,Ecuador,USGP,Universidad San Gregorio de Portoviejo,https://www.sangregorio.edu.ec,2026-08-14T06:48:01.235Z,19,PHPSESSID | _ttp | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | _tt_enable_cookie | _ttp | ttcsid | ttcsid_CPCA7BBC77U09VQADIEG | _gcl_au | test_cookie | vk | sk | spvc | vk | pi | pk,19,yes,yes,TikTok | YouTube | Google Ads | DoubleClick,"taxonomia base: TikTok, YouTube, Google Ads, DoubleClick",no_detectable,,Ecuador,Ecuador,Portoviejo,Autofinanciada,Ninguna,no,verificacion en vivo,no,"Política de protección de datos cita LOPDP, describe derechos ARCO+portabilidad y designa Delegado con correo dedicado. Sin banner ni política de cookies."
59,Ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,2026-08-14T06:48:24.600Z,24,PHPSESSID | __cf_bm | __cf_bm | __cf_bm | __cf_bm | _ga_ZFRLYLC1Y6 | __cf_bm | _ga | _gid | _gat_UA-134045233-1 | _fbp | __cf_bm | _gcl_au | test_cookie | __hstc | hubspotutk | __hssrc | __hssc | __cf_bm | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA,24,yes,yes,Google Analytics | Meta | Google Ads | DoubleClick | YouTube,"taxonomia base: Google Analytics, Meta, Google Ads, DoubleClick, YouTube",yes,CookieYes,Ecuador,Ecuador,Quito,Autofinanciada,CookieYes,no,verificacion en vivo,no,"PDF cita LOPDP y artículos específicos (37, 39-41, 46, 76), derechos ARCO+portabilidad y correo de datos. Banner de cookies visible; formulario de ejercicio de derechos."
60,Ecuador,UNIB.E,Universidad Iberoamericana del Ecuador,https://unibe.edu.ec,2026-08-14T06:48:37.863Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,Ecuador,Ecuador,Quito,Autofinanciada,CookieYes,no,verificacion en vivo,yes,Política basada en GDPR (UE) y CCPA (California); ausencia total de referencias a la LOPDP del Ecuador y sin DPO. Enlaces de aviso legal y cookies en el pie.
61,Ecuador,ECOTEC,Universidad Tecnológica Ecotec,https://ecotec.edu.ec,2026-08-14T06:48:47.062Z,5,_gcl_au | cmplz_consent_mode | test_cookie | _ga_MFVR4S8MFR | _ga,5,yes,yes,Google Ads | DoubleClick | Google Analytics,"taxonomia base: Google Ads, DoubleClick, Google Analytics",yes,Complianz,Ecuador,Ecuador,Samborondón,Autofinanciada,Complianz,yes,verificacion en vivo,yes,"Política de Privacidad (PDP-POL-001) y Manual Interno: cita LOPDP, derechos ARCO+portabilidad y DPD con correo. Banner de cookies con consentimiento granular."
62,Ecuador,UDR,Universidad del Río,https://udr.edu.ec,2026-08-14T06:48:53.337Z,4,_ga_5HXBYBZBNB | _ga | _ga_8F7QTS9R25 | _ga_WQNLTBSK8V,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,Ecuador,Ecuador,Guayaquil,Autofinanciada,Ninguna,no,verificacion en vivo,no,Sitio WordPress con pie mínimo (copyright y WhatsApp). /politica-de-privacidad devuelve 404. Sin políticas ni transparencia detectables.
63,Ecuador,UBE,Universidad Bolivariana del Ecuador,https://ube.edu.ec,2026-08-14T06:49:01.116Z,1,ci_session,1,no,no,,sin coincidencia con ninguna taxonomia,yes,,Ecuador,Ecuador,Durán,Autofinanciada,CookieYes,yes,verificacion en vivo,yes,"Pie con protección de datos, privacidad, cookies y términos. Política cita LOPDP y derechos ARCO. Banner de cookies por categorías y menú de accesibilidad embebido."
64,Mundo,MIT,Massachusetts Institute of Technology,https://www.mit.edu,2026-08-14T06:49:07.485Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Aviso GDPR con derechos y contacto dataprotection@mit.edu; cookies solo Google Analytics con opt-out.
65,Mundo,Stanford,Stanford University,https://www.stanford.edu,2026-08-14T06:49:15.846Z,10,YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | _ga_Q0JD4PHRZ7 | _ga | _cs_id | su_pseudo_id | su_session_id | __Secure-YNID | __Secure-ROLLOUT_TOKEN,10,yes,yes,YouTube | Google Analytics | ContentSquare,"taxonomia base y extendida: YouTube, Google Analytics, ContentSquare",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,yes,Oficina de privacidad con CCPA/FERPA/HIPAA; derechos completos; privacy@stanford.edu; política de cookies dedicada.
66,Mundo,Harvard,Harvard University,https://www.harvard.edu,2026-08-14T06:49:22.656Z,8,_parsely_session | _parsely_visitor | _gid | _gat_UA-2923555-1 | _ga_KBLBYHG5EP | _ga | _fbp,7,yes,yes,Google Analytics | Meta,"taxonomia base: Google Analytics, Meta",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Aviso remite derechos GDPR a gdpr.harvard.edu; sin contacto de privacidad específico en la página principal.
67,Mundo,Oxford,University of Oxford,https://www.ox.ac.uk,2026-08-14T06:49:29.628Z,6,cf_clearance | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN,6,yes,yes,YouTube,taxonomia base: YouTube,yes,,Reino Unido,Reino Unido,,,Ninguna,no,verificacion en vivo,yes,"Política completa: derechos enumerados, DPO (data.protection@admin.ox.ac.uk), cookies y accesibilidad dedicadas."
68,Mundo,Cambridge,University of Cambridge,https://www.cam.ac.uk,2026-08-14T06:49:36.479Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,yes,,Reino Unido,Reino Unido,,,Ninguna,no,verificacion en vivo,yes,"Política breve que delega marco legal, derechos y DPO a una nota general; cookies y accesibilidad con URL propia."
69,Mundo,Caltech,California Institute of Technology,https://www.caltech.edu,2026-08-14T06:49:44.780Z,4,__cf_bm | _ga_7RL83EX4D4 | _ga | __cf_bm,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,EE.UU.,EE.UU.,,,TrustArc,no,verificacion en vivo,no,Aviso remite derechos a nota GDPR aparte; contacto privacy@caltech.edu; accesibilidad digital dedicada.
70,Mundo,UC Berkeley,"University of California, Berkeley",https://www.berkeley.edu,2026-08-14T06:49:51.633Z,10,__cf_bm | __Secure-YNID | YSC | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __Secure-ROLLOUT_TOKEN | nmstat | __cf_bm | _ga_JD06GX6S4V | _ga,10,yes,yes,YouTube | Siteimprove | Google Analytics,"taxonomia base: YouTube, Siteimprove, Google Analytics",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Oficina de privacidad cita CCPA y GDPR; derechos remitidos a subpáginas; privacyofficehelp@berkeley.edu.
71,Mundo,Princeton,Princeton University,https://www.princeton.edu,2026-08-14T06:49:58.623Z,2,_ga_92L6B9PQCG | _ga,2,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,EE.UU.,EE.UU.,,,TrustArc | CookieYes,no,verificacion en vivo,no,Derechos completos (para interesados de la UE); GDPR@princeton.edu; cookies dentro del aviso.
72,Mundo,Imperial,Imperial College London,https://www.imperial.ac.uk,2026-08-14T06:50:07.039Z,6,AWSALBTG | AWSALBTGCORS | AWSALB | AWSALBCORS | ARRAffinity-WindowsWF | OptanonConsent,6,no,no,,sin coincidencia con ninguna taxonomia,yes,OneTrust,Reino Unido,Reino Unido,,,OneTrust,yes,verificacion en vivo,yes,"Cita PECR; derechos parciales (SAR, supresión, oposición a marketing); sin correo de DPO en el aviso del sitio."
73,Mundo,U Chicago,University of Chicago,https://www.uchicago.edu,2026-08-14T06:50:15.878Z,19,ApplicationGatewayAffinityCORS | ApplicationGatewayAffinity | shell#lang | ASP.NET_SessionId | SC_ANALYTICS_GLOBAL_COOKIE | sxa_site | _gid | _gat_UA-373360-31 | _gat_UA-3572058-26 | _ga_2V4M4Z833J | _ga | _ga_DBDWJCS0JR | www#lang | dismissed-alerts | _hjSessionUser_3545609 | _hjSession_3545609 | AWSALB | AWSALBCORS | nmstat,19,yes,yes,Google Analytics | Hotjar | Siteimprove,"taxonomia base: Google Analytics, Hotjar, Siteimprove",no_detectable,,EE.UU.,EE.UU.,,,CookieYes,no,verificacion en vivo,no,Derechos estilo GDPR sin nombrar marco; privacy@uchicago.edu; sin declaración de accesibilidad en el aviso.
74,Mundo,ETH Zurich,ETH Zurich,https://ethz.ch,2026-08-14T06:50:26.144Z,1,OptanonConsent,1,no,no,,sin coincidencia con ninguna taxonomia,yes,OneTrust,Suiza,Europa cont.,,,CookieYes,no,verificacion en vivo,no,"Derecho suizo, supervisión FDPIC; DPO nominado (T. Mitar); configuración de cookies por categorías; accesibilidad."
75,Mundo,Yale,Yale University,https://www.yale.edu,2026-08-14T06:50:32.506Z,7,adaptive_image | nmstat | _ga | _gid | _gat_gtag_UA_991898_23 | _ga_D491W728G4 | _ga,7,yes,yes,Siteimprove | Google Analytics,"taxonomia base: Siteimprove, Google Analytics",no_detectable,,EE.UU.,EE.UU.,,,TrustArc,no,verificacion en vivo,no,"Chief Privacy Officer (privacy@yale.edu); derechos parciales (acceso, rectificación, supresión); marco EE.UU."
76,Mundo,UPenn,University of Pennsylvania,https://www.upenn.edu,2026-08-14T06:50:39.132Z,4,_gid | _gat_UA-78054-1 | _ga | _ga_LL85393RFV,4,yes,yes,Google Analytics,taxonomia base: Google Analytics,no_detectable,,EE.UU.,EE.UU.,,,TrustArc,no,verificacion en vivo,no,Derechos supeditados a jurisdicción; Chief Privacy Officer (privacy@upenn.edu); aviso de 2018 (desactualizado).
77,Mundo,UCL,University College London,https://www.ucl.ac.uk,2026-08-14T06:50:47.948Z,2,__cf_bm | __cf_bm,2,no,no,,sin coincidencia con ninguna taxonomia,yes,,Reino Unido,Reino Unido,,,TrustArc,yes,verificacion en vivo,yes,8 derechos enumerados; data-protection@ucl.ac.uk; cookies y accesibilidad en el pie.
78,Mundo,Cornell,Cornell University,https://www.cornell.edu,2026-08-14T06:50:55.785Z,9,__utma | __utmc | __utmz | __utmt | __utmb | _ga_PMZ19X3F8W | _ga | _ga_XJK3YSJ0LV | nmstat,9,yes,yes,Google Analytics | Siteimprove,"taxonomia base: Google Analytics, Siteimprove",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Derechos completos y formulario; invoca el DPF pero no el estatuto de base; programa de accesibilidad.
79,Mundo,Tsinghua,Tsinghua University,https://www.tsinghua.edu.cn/en/,2026-08-14T06:51:05.498Z,1,JSESSIONID,1,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,"Política (posgrado) cita PIPL; derechos y contacto (grad@tsinghua.edu.cn, 30 días); datos en China; sin accesibilidad."
80,Mundo,Peking,Peking University,https://english.pku.edu.cn,2026-08-14T06:51:16.777Z,0,,0,no,no,,sin coincidencia con ninguna taxonomia,no_detectable,,China,China,,,Ninguna,no,verificacion en vivo,no,"Solo política mínima en un subsitio de escuela (PHBS), limitada a admisión; sin derechos, DPO ni marco nombrado."
81,Mundo,Johns Hopkins,Johns Hopkins University,https://www.jhu.edu,2026-08-14T06:51:24.163Z,12,__cf_bm | cf_clearance | __cf_bm | _twpid | nmstat | personalization_id | __cf_bm | _ga_8031WYVC9V | _ga | _ga_TSX9K66082 | muc_ads | __cf_bm,12,yes,yes,Siteimprove | X/Twitter | Google Analytics,"taxonomia base: Siteimprove, X/Twitter, Google Analytics",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Declaración conjunta JHU/Medicine; derechos EEE/RU/Suiza y California; OneTrust; Privacy Officer; accesibilidad.
82,Mundo,Columbia,Columbia University,https://www.columbia.edu,2026-08-14T06:51:32.828Z,15,isColumbiaSites | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | __cf_bm | BIGipServer~CUIT~varnish-prod-ci.cc.columbia.edu-128.59.44.80.443-pool | cf_clearance | __cf_bm | vuid | _gid | _gat_gtag_UA_18290390_1 | _ga_09H1KYXPLX | _ga,15,yes,yes,YouTube | Google Analytics,"taxonomia base: YouTube, Google Analytics",yes,,EE.UU.,EE.UU.,,,TrustArc,yes,verificacion en vivo,yes,Aviso internacional con página GDPR y política de cookies separada; derechos completos; accesibilidad web.
83,Mundo,Toronto,University of Toronto,https://www.utoronto.ca,2026-08-14T06:51:39.258Z,12,_gcl_au | CLID | _ga | _ga_0X74MN6XS3 | _clck | IDE | _clsk | SM | MUID | MUID | MR | SRM_B,12,yes,yes,Google Ads | Google Analytics | Microsoft Clarity | DoubleClick | Microsoft,"taxonomia base: Google Ads, Google Analytics, Microsoft Clarity, DoubleClick, Microsoft",no_detectable,,Canadá,Canadá,,,TrustArc | CookieYes,no,verificacion en vivo,no,Marco provincial FIPPA (no PIPEDA); acceso/corrección; Oficina FIPP; accesibilidad citando AODA.
84,Mundo,UCLA,"University of California, Los Angeles",https://www.ucla.edu,2026-08-14T06:51:48.298Z,9,XSRF-TOKEN | __Secure-YNID | YSC | __Secure-ROLLOUT_TOKEN | VISITOR_INFO1_LIVE | VISITOR_PRIVACY_METADATA | gateway_session | _ga_6BMZK7EYHE | _ga,9,yes,yes,YouTube | Google Analytics,"taxonomia base: YouTube, Google Analytics",no_detectable,,EE.UU.,EE.UU.,,,Ninguna,no,verificacion en vivo,no,Documento único privacidad+cookies+términos; derechos UE/RU y California; privacy@compliance.ucla.edu.
85,Mundo,NUS,National University of Singapore,https://nus.edu.sg,2026-08-14T06:51:58.103Z,7,visid_incap_1988262 | incap_ses_993_1988262 | nlbi_1988262 | sf-prs-ss | sf-prs-lu | _ga_2T8KTSDET6 | _ga,7,yes,yes,Google Analytics,taxonomia base: Google Analytics,yes,,Singapur,Asia (otros),,,TrustArc,yes,verificacion en vivo,no,PDPA 2012 (+derechos GDPR para EEE); Data Protection Office (dpo@nus.edu.sg); sin declaración de accesibilidad.
