id,grupo,sigla,universidad,sitio,codigo,irregularidad,valor_actual,accion_requerida
27,ecuador,UPEC,Universidad Politécnica Estatal del Carchi,https://upec.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
27,ecuador,UPEC,Universidad Politécnica Estatal del Carchi,https://upec.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
28,ecuador,Yachay Tech,Universidad de Investigación de Tecnología Experimental Yachay,https://yachaytech.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
29,ecuador,Ikiam,Universidad Regional Amazónica Ikiam,https://www.ikiam.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
29,ecuador,Ikiam,Universidad Regional Amazónica Ikiam,https://www.ikiam.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
30,ecuador,UArtes,Universidad de las Artes,https://www.uartes.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
30,ecuador,UArtes,Universidad de las Artes,https://www.uartes.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
31,ecuador,Amawtay Wasi,Universidad Intercultural de las Nacionalidades y Pueblos Indígenas Amawtay Wasi,https://uaw.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
33,ecuador,IAEN,Instituto de Altos Estudios Nacionales,https://www.iaen.edu.ec,I5,Banner en el estudio pero ausente en vivo,"estudio=Si, en vivo=No, CMP=Ninguna",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
34,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 22, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
34,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, TCF, CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
34,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
34,ecuador,UASB,"Universidad Andina Simón Bolívar, sede Ecuador",https://www.uasb.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, TCF, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
35,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
35,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
35,ecuador,FLACSO,FLACSO Ecuador,https://www.flacso.edu.ec,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
36,ecuador,PUCE,Pontificia Universidad Católica del Ecuador,https://www.puce.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 13, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
36,ecuador,PUCE,Pontificia Universidad Católica del Ecuador,https://www.puce.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
37,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 15, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
37,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
37,ecuador,UCSG,Universidad Católica de Santiago de Guayaquil,https://www.ucsg.edu.ec,I9,Campo multivalor separado por coma,"CookieYes, Complianz","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
38,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
38,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
38,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
38,ecuador,UCACUE,Universidad Católica de Cuenca,https://www.ucacue.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
39,ecuador,ULVR,Universidad Laica Vicente Rocafuerte de Guayaquil,https://www.ulvr.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
40,ecuador,UTPL,Universidad Técnica Particular de Loja,https://www.utpl.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
41,ecuador,UTE,Universidad UTE,https://ute.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
41,ecuador,UTE,Universidad UTE,https://ute.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
42,ecuador,UDA,Universidad del Azuay,https://www.uazuay.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=TrustArc","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
42,ecuador,UDA,Universidad del Azuay,https://www.uazuay.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
43,ecuador,UPS,Universidad Politécnica Salesiana,https://www.ups.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
43,ecuador,UPS,Universidad Politécnica Salesiana,https://www.ups.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
44,ecuador,UISEK,Universidad Internacional SEK,https://uisek.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 14, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
44,ecuador,UISEK,Universidad Internacional SEK,https://uisek.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
45,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 17, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
45,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
45,ecuador,UEES,Universidad de Especialidades Espíritu Santo,https://uees.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
46,ecuador,USFQ,Universidad San Francisco de Quito,https://www.usfq.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
46,ecuador,USFQ,Universidad San Francisco de Quito,https://www.usfq.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
47,ecuador,UDLA,Universidad de las Américas,https://www.udla.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, Usercentrics","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
47,ecuador,UDLA,Universidad de las Américas,https://www.udla.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, Usercentrics","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
48,ecuador,UIDE,Universidad Internacional del Ecuador,https://www.uide.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=CookieYes","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
48,ecuador,UIDE,Universidad Internacional del Ecuador,https://www.uide.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
49,ecuador,UNIANDES,Universidad Regional Autónoma de los Andes,https://www.uniandes.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
50,ecuador,UPACÍFICO,Universidad del Pacífico Escuela de Negocios,https://upacifico.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
50,ecuador,UPACÍFICO,Universidad del Pacífico Escuela de Negocios,https://upacifico.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
51,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 24, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
51,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=Cookiebot, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
51,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
51,ecuador,UTI,Universidad Tecnológica Indoamérica,https://www.indoamerica.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
52,ecuador,Casa Grande,Universidad Casa Grande,https://www.casagrande.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
53,ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,https://www.uteg.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 16, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
53,ecuador,UTEG,Universidad Tecnológica Empresarial de Guayaquil,https://www.uteg.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
54,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 12, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
54,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Sí, CMP=Cookiebot, Complianz","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
54,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
54,ecuador,UISRAEL,Universidad Tecnológica Israel,https://www.uisrael.edu.ec,I9,Campo multivalor separado por coma,"Cookiebot, Complianz","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
55,ecuador,UDET,Universidad de Especialidades Turísticas,https://www.udet.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
56,ecuador,UMET,Universidad Metropolitana del Ecuador,https://umet.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
56,ecuador,UMET,Universidad Metropolitana del Ecuador,https://umet.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
57,ecuador,U. Otavalo,Universidad de Otavalo,https://www.uotavalo.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
58,ecuador,USGP,Universidad San Gregorio de Portoviejo,https://www.sangregorio.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
59,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 11, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
59,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I5,Banner en el estudio pero ausente en vivo,"estudio=Si, en vivo=No, CMP=CookieYes",Comprobar si el sitio retiro el banner entre ambas mediciones y fechar cada observacion por separado
59,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
59,ecuador,U. Hemisferios,Universidad de los Hemisferios,https://www.uhemisferios.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
60,ecuador,UNIB.E,Universidad Iberoamericana del Ecuador,https://unibe.edu.ec,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
61,ecuador,ECOTEC,Universidad Tecnológica Ecotec,https://ecotec.edu.ec,I3,Lista de nombres de cookies truncada,"declaradas 22, listadas 10",Recuperar los nombres completos del JSON crudo o declarar el limite de 10 en el libro de codigos
61,ecuador,ECOTEC,Universidad Tecnológica Ecotec,https://ecotec.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
62,ecuador,UDR,Universidad del Río,https://udr.edu.ec,I8,Valor sin tilde en rastreo_ec,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
64,mundo,MIT,Massachusetts Institute of Technology,https://www.mit.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
65,mundo,Stanford,Stanford University,https://www.stanford.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
66,mundo,Harvard,Harvard University,https://www.harvard.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
67,mundo,Oxford,University of Oxford,https://www.ox.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
68,mundo,Cambridge,University of Cambridge,https://www.cam.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
69,mundo,Caltech,California Institute of Technology,https://www.caltech.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
69,mundo,Caltech,California Institute of Technology,https://www.caltech.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
70,mundo,UC Berkeley,"University of California, Berkeley",https://www.berkeley.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
71,mundo,Princeton,Princeton University,https://www.princeton.edu,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
71,mundo,Princeton,Princeton University,https://www.princeton.edu,I7,Plataforma de consentimiento cargada sin banner visible,"CMP=TrustArc, CookieYes, banner en vivo=No","Ninguna: es un hallazgo del estudio, no un error. Verificar que el manuscrito lo interpreta asi"
71,mundo,Princeton,Princeton University,https://www.princeton.edu,I9,Campo multivalor separado por coma,"TrustArc, CookieYes","Sustituir la coma por barra vertical, como ya se hizo en nombres_cookies"
72,mundo,Imperial,Imperial College London,https://www.imperial.ac.uk,I4,Sin banner en el estudio pero visible en vivo,"estudio=No detectable, en vivo=Si, CMP=OneTrust","Decidir si 'No detectable' significa ausencia de banner o fallo del detector; si es lo segundo, recodificar como no determinado"
72,mundo,Imperial,Imperial College London,https://www.imperial.ac.uk,I6,Sin clasificacion de rastreo,columna vacia,Aplicar la misma taxonomia de rastreo que en el bloque de Ecuador a partir de los nombres de cookies
72,mundo,Imperial,Imperial College London,https://www.imperial.ac.uk,I8,Valor sin tilde en banner_visible_mundo,Si,Normalizar a 'Si' o a 'Yes' en todas las columnas booleanas del conjunto
