id,group,abbr,page_url,criterion,act_rule,element_n,tag,selector,accessible_name,name_source,full_src,src_source,srcset,css_width,css_height,natural_width,natural_height,containing_link,nearby_text,svg_markup,evaluator_code,date,outcome_TOFILL,justification_TOFILL
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,17,img,div.swiper-wrapper > div.swiper-slide > a > img,"orchestra performing with conductor, string instruments",alt,https://www.northwestern.edu/images/homepage/priorities/creative_performing_arts_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/creative-performing-arts.html,Enhance the creative and performing arts,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,18,img,div.swiper-wrapper > div.swiper-slide > a > img,professor teaching a class,alt,https://www.northwestern.edu/images/homepage/priorities/outstanding_educational_experience_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/outstanding-educational-experience.html,Deliver an outstanding educational experience for students,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,19,img,div.swiper-wrapper > div.swiper-slide > a > img,two women talking,alt,https://www.northwestern.edu/images/homepage/priorities/investment_employees_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/investment-employees.html,Invest in our employees,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,20,img,div.swiper-wrapper > div.swiper-slide > a > img,students sitting outside on lawn chairs,alt,https://www.northwestern.edu/images/homepage/priorities/resilient_students_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/resilient-students.html,Build resilient students and a sense of belonging,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,21,img,div.swiper-wrapper > div.swiper-slide > a > img,students talking in a party,alt,https://www.northwestern.edu/images/homepage/priorities/promote_access_opportunity_diversity_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/access-opportunity.html,"Promote access, opportunity and diversity",,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,22,img,div.swiper-wrapper > div.swiper-slide > a > img,four individuals from various NU departments talking on stage,alt,https://www.northwestern.edu/images/homepage/priorities/free_expression_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/free-expression.html,Defend free expression and promote engagement across differences,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,23,img,div.swiper-wrapper > div.swiper-slide > a > img,student athletes running on a soccer field,alt,https://www.northwestern.edu/images/homepage/priorities/enhance_the_student_athlete_experience_1x.webp,currentSrc,,228,166,275,200,https://www.northwestern.edu/about/mission-vision-priorities/enhance-the-student-athlete-experience.html,Enhance the student-athlete experience,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,24,img,div.swiper-slide > div.wrap > div.image > img,Northwestern soccer players Nigel Prince and Reesebl Mayer in black jerseys,alt,https://www.northwestern.edu/images/homepage/explore/student_athletes_nigel_prince_and_reese_mayer_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,25,img,div.swiper-slide > div.wrap > div.image > img,a group of students  in front of Norris University Center smiling and cheering,alt,https://www.northwestern.edu/images/homepage/explore/norris_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,26,img,div.swiper-slide > div.wrap > div.image > img,people preparing colorful sailboats on a sandy beach.,alt,https://www.northwestern.edu/images/homepage/explore/sailing_center_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,27,img,div.swiper-slide > div.wrap > div.image > img,"Greta Lee with dark hair and colorful makeup leans on her hands, framed by a vintage puppet theater.",alt,https://www.northwestern.edu/images/homepage/explore/alumna_greta_lee_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,28,img,div.swiper-slide > div.wrap > div.image > img,students dancing in 2024 Dance Marathon,alt,https://www.northwestern.edu/images/homepage/explore/dance_marathon_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,29,img,div.swiper-slide > div.wrap > div.image > img,lecture in the Block Museum of Art,alt,https://www.northwestern.edu/images/homepage/explore/block_museum_of_art_2.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,30,img,div.swiper-slide > div.wrap > div.image > img,Andrew Papachristos standing with arms crossed in front of a map,alt,https://www.northwestern.edu/images/homepage/explore/professor_andrew_papachristos_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,31,img,div.swiper-slide > div.wrap > div.image > img,two students smiling,alt,https://www.northwestern.edu/images/homepage/explore/march_through_he_arch_1x.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,32,img,div.swiper-slide > div.wrap > div.image > img,two people in a room with a green screen. One wears a VR headset; the other holds a cable.,alt,https://www.northwestern.edu/images/homepage/explore/the_garage_600x400.webp,currentSrc,,552,368,600,400,,,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,33,img,section > div.social-media-cards > a.card > img,students being photographed holding up a first day of class sign,alt,https://www.northwestern.edu/images/homepage/social/instagram-first-day-of-class.webp,currentSrc,,232,277,340,405,https://www.instagram.com/p/DAUIONNy0bp,Visit instagramVisit facebookVisit linkedinVisit tiktokVisit youtubeVisit x,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,34,img,section > div.social-media-cards > a.card > img,students forming the Northwestern N and 2028 on a playing field,alt,https://www.northwestern.edu/images/homepage/social/facebook-class-photo.webp,currentSrc,,232,277,340,405,https://www.facebook.com/photo.php?fbid=927567722731886&set=a.354648780023786&type=3,Visit instagramVisit facebookVisit linkedinVisit tiktokVisit youtubeVisit x,,R02,2026-09-08,,
29,mundo,Northwestern,https://www.northwestern.edu/,1.1.1,qt1vmo,35,img,section > div.social-media-cards > a.card > img,lab worker handling a human brain,alt,https://www.northwestern.edu/images/homepage/social/linkedin-super-agers.webp,currentSrc,,232,277,340,405,https://www.linkedin.com/feed/update/urn:li:ugcPost:7271984240332840963/,Visit instagramVisit facebookVisit linkedinVisit tiktokVisit youtubeVisit x,,R02,2026-09-08,,
